DesigningControlledExperiments?, Group, StateChangeMW, All t cnt, All t sum, All t mean, All t stddev, All t min, All t max, All t med, Run cnt, Run t sum, Run t mean, Run t stddev, Run t min, Run t max, Run t med, Cmplt run cnt, Cmplt run t sum, Cmplt run t mean, Cmplt run t stddev, Cmplt run t min, Cmplt run t max, Cmplt run t med, Incmplt run cnt, Incmplt run t sum, Incmplt run t mean, Incmplt run t stddev, Incmplt run t min, Incmplt run t max, Incmplt run t med, Pause cnt, Pause t sum, Pause t mean, Pause t stddev, Pause t min, Pause t max, Pause t med, Data table show cnt, Data table show t sum, Data table show t mean, Data table show t stddev, Data table show t min, Data table show t max, Data table show t med, Hyp table show cnt, Hyp table show t sum, Hyp table show t mean, Hyp table show t stddev, Hyp table show t min, Hyp table show t max, Hyp table show t med, Hyp var change cnt, Hyp var change t sum, Hyp var change t mean, Hyp var change t stddev, Hyp var change t min, Hyp var change t max, Hyp var change t med, Hyp make cnt, Hyp make t sum, Hyp make t mean, Hyp make t stddev, Hyp make t min, Hyp make t max, Hyp make t med, Mw iv change cnt, Mw iv change t sum, Mw iv change t mean, Mw iv change t stddev, Mw iv change t min, Mw iv change t max, Mw iv change t med, CVS cnt, Rept cnt, Cm All t cnt, Cm All t sum, Cm All t mean, Cm All t stddev, Cm All t min, Cm All t max, Cm All t med, Cm Run cnt, Cm Run t sum, Cm Run t mean, Cm Run t stddev, Cm Run t min, Cm Run t max, Cm Run t med, Cm Cmplt run cnt, Cm Cmplt run t sum, Cm Cmplt run t mean, Cm Cmplt run t stddev, Cm Cmplt run t min, Cm Cmplt run t max, Cm Cmplt run t med, Cm Incmplt run cnt, Cm Incmplt run t sum, Cm Incmplt run t mean, Cm Incmplt run t stddev, Cm Incmplt run t min, Cm Incmplt run t max, Cm Incmplt run t med, Cm Pause cnt, Cm Pause t sum, Cm Pause t mean, Cm Pause t stddev, Cm Pause t min, Cm Pause t max, Cm Pause t med, Cm Data table show cnt, Cm Data table show t sum, Cm Data table show t mean, Cm Data table show t stddev, Cm Data table show t min, Cm Data table show t max, Cm Data table show t med, Cm Hyp table show cnt, Cm Hyp table show t sum, Cm Hyp table show t mean, Cm Hyp table show t stddev, Cm Hyp table show t min, Cm Hyp table show t max, Cm Hyp table show t med, Cm Hyp var change cnt, Cm Hyp var change t sum, Cm Hyp var change t mean, Cm Hyp var change t stddev, Cm Hyp var change t min, Cm Hyp var change t max, Cm Hyp var change t med, Cm Hyp make cnt, Cm Hyp make t sum, Cm Hyp make t mean, Cm Hyp make t stddev, Cm Hyp make t min, Cm Hyp make t max, Cm Hyp make t med, Cm Mw iv change cnt, Cm Mw iv change t sum, Cm Mw iv change t mean, Cm Mw iv change t stddev, Cm Mw iv change t min, Cm Mw iv change t max, Cm Mw iv change t med, Cm CVS cnt, Cm Rept cnt
N,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,4,3,2,25,12.5,14.8492424,2,23,12.5,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,73,8.111111111,9.033886822,1,23,3,2,6,3,1.414213562,2,4,3,2,6,3,1.414213562,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4.5,5.066228051,1,12,2.5,1,21,21,0,21,21,21,0,0,0,0,0,0,0,0,1
N,6,3,3,13,4.333333333,2.886751346,1,6,6,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,6,6,6,0,0,10,69,6.9,5.78215646,1,19,6,2,6,3,2.828427125,1,5,3,2,6,3,2.828427125,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,9,7.257180352,2,19,7.5,1,37,37,0,37,37,37,1,6,6,0,6,6,6,1,0
Y,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,5.666666667,9.566807698,1,39,2,3,4,1.333333333,0.577350269,1,2,1,0,0,0,0,0,0,0,3,4,1.333333333,0.577350269,1,2,1,3,8,2.666666667,1.527525232,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,13.5,17.25301906,1,39,7,1,57,57,0,57,57,57,2,11,5.5,4.949747468,2,9,5.5,1,1
Y,3,1,16,45,2.8125,1.905037182,0,6,2.5,3,4,1.333333333,0.577350269,1,2,1,0,0,0,0,0,0,0,3,4,1.333333333,0.577350269,1,2,1,4,21,5.25,4.787135539,1,12,4,0,0,0,0,0,0,0,1,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4.5,1.290994449,3,6,4.5,3,0,57,282,4.947368421,7.477158199,0,57,4,7,11,1.571428571,0.786795792,1,3,1,0,0,0,0,0,0,0,7,11,1.571428571,0.786795792,1,3,1,9,54,6,5.172040216,1,13,4,1,5,5,0,5,5,5,7,48,6.857142857,2.794552524,2,10,7,9,100,11.11111111,17.39572106,2,57,5,2,111,55.5,34.64823228,31,80,55.5,7,30,4.285714286,1.496026483,2,6,4,5,2
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3.25,1.892969449,2,6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3.25,1.892969449,2,6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,6,4,2,14,7,7.071067812,2,12,7,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79,9.875,14.20701537,1,43,3.5,2,3,1.5,0.707106781,1,2,1.5,1,2,2,0,2,2,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,15.75,18.71496727,3,43,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,6,3,7,14,2,1,1,4,2,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,2,3,1.5,0.707106781,1,2,1.5,2,5,2.5,0.707106781,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,1.414213562,2,4,3,1,0,24,74,3.083333333,2.888006182,0,12,2,4,4,1,0.816496581,0,2,1,0,0,0,0,0,0,0,4,4,1,0.816496581,0,2,1,4,15,3.75,2.217355783,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,4.5,4.070801957,2,12,2.5,2,39,19.5,2.121320344,18,21,19.5,4,15,3.75,1.707825128,2,6,3.5,1,2
Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,5,4.328607409,1,16,3,2,4,2,1.414213562,1,3,2,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,6,6,6,0,0,0,0,0,0,0,8,34,4.25,2.251983253,2,9,3.5,3,46,15.33333333,8.736894948,8,25,13,2,9,4.5,3.535533906,2,7,4.5,1,0
N,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1021,7.9765625,10.74578463,0,81,4,10,86,8.6,9.28798507,1,26,4,10,86,8.6,9.28798507,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,239,34.14285714,27.89521208,7,87,33,1,32,32,0,32,32,32,66,323,4.893939394,4.995779104,1,29,3,16,364,22.75,10.7424392,11,45,18.5,8,54,6.75,6.562882642,3,22,3.5,7,4
N,4,4,2,26,13,16.97056275,1,25,13,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,91,9.1,10.62962318,1,26,3.5,2,5,2.5,2.121320344,1,4,2.5,2,5,2.5,2.121320344,1,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,7.6,10.35857133,2,26,3,1,39,39,0,39,39,39,0,0,0,0,0,0,0,0,1
N,2,2,6,277,46.16666667,105.2509699,2,261,3,1,5,5,0,5,5,5,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,269,67.25,129.1675269,2,261,3,0,0,24,450,18.75,54.76213385,1,261,3,2,7,3.5,2.121320344,2,5,3.5,2,7,3.5,2.121320344,2,5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,3,3,3,4,111,27.75,43.59950306,3,93,7.5,1,114,114,0,114,114,114,9,301,33.44444444,85.41825202,2,261,3,0,0
Y,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,5.333333333,5.466149273,2,18,2.5,2,6,3,1.414213562,2,4,3,1,2,2,0,2,2,2,1,4,4,0,4,4,4,2,30,15,16.97056275,3,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,6.25,7.847504911,2,18,2.5,1,27,27,0,27,27,27,1,2,2,0,2,2,2,1,0
N,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,3.833333333,2.622744341,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,4.2,2.699794231,2,10,3,2,46,23,8.485281374,17,29,23,0,0,0,0,0,0,0,0,0
N,3,1,2,10,5,4.242640687,2,8,5,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,98,9.8,12.58570618,1,43,5,2,45,22.5,28.99137803,2,43,22.5,1,43,43,0,43,43,43,1,2,2,0,2,2,2,0,0,0,0,0,0,0,2,5,2.5,0.707106781,2,3,2.5,0,0,0,0,0,0,0,4,22,5.5,3.31662479,2,10,5,1,23,23,0,23,23,23,0,0,0,0,0,0,0,0,1
Y,3,2,17,192,11.29411765,31.13832989,1,132,4,2,4,2,1.414213562,1,3,2,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,5,149,29.8,57.15942617,2,132,6,1,152,152,0,152,152,152,4,12,3,0.816496581,2,4,3,1,0,38,268,7.052631579,20.92192354,1,132,3,5,7,1.4,0.894427191,1,3,1,5,7,1.4,0.894427191,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,11,179,16.27272727,38.45540511,1,132,6,2,183,91.5,85.55992052,31,152,91.5,10,35,3.5,2.068278941,2,9,3,4,0
N,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,4.4,4.449719092,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,4.645786622,1,11,4.5,1,22,22,0,22,22,22,0,0,0,0,0,0,0,0,0
N,3,2,12,132,11,24.22995892,1,86,2,2,3,1.5,0.707106781,1,2,1.5,1,1,1,0,1,1,1,1,2,2,0,2,2,2,2,4,2,0,2,2,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,223,9.695652174,20.75492227,1,86,2,3,9,3,2.645751311,1,6,2,1,1,1,0,1,1,1,2,8,4,2.828427125,2,6,4,2,4,2,0,2,2,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,8,83,10.375,20.10641333,2,60,3,2,85,42.5,37.4766594,16,69,42.5,0,0,0,0,0,0,0,0,2
N,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,7.6,9.28977933,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,8.75,10.30776406,2,24,4.5,1,38,38,0,38,38,38,0,0,0,0,0,0,0,0,0
Y,3,3,10,142,14.2,32.83561752,1,107,2.5,2,3,1.5,0.707106781,1,2,1.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115,28.75,52.18157401,1,107,3.5,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,0,22,204,9.272727273,22.17502202,1,107,3.5,4,7,1.75,0.957427108,1,3,1.5,4,7,1.75,0.957427108,1,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,132,16.5,36.60991279,1,107,4,1,22,22,0,22,22,22,3,16,5.333333333,5.773502692,2,12,2,1,2
N,2,3,8,14,1.75,2.712405364,0,8,1,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,3,2,0.666666667,0.577350269,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59,3.6875,3.113813311,0,9,3,2,9,4.5,2.121320344,3,6,4.5,2,9,4.5,2.121320344,3,6,4.5,0,0,0,0,0,0,0,3,2,0.666666667,0.577350269,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,2.217355783,3,8,5,1,24,24,0,24,24,24,1,6,6,0,6,6,6,0,1
N,3,1,2,16,8,7.071067812,3,13,8,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,819,24.08823529,70.4743098,1,339,5,5,356,71.2,149.7220759,2,339,4,5,356,71.2,149.7220759,2,339,4,0,0,0,0,0,0,0,2,8,4,1.414213562,3,5,4,0,0,0,0,0,0,0,1,5,5,0,5,5,5,13,90,6.923076923,7.54388868,1,26,4,0,0,0,0,0,0,0,4,265,66.25,127.1675404,2,257,3,0,3
N,3,4,2,14,7,7.071067812,2,12,7,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,68,4.533333333,4.307247491,1,14,3,3,6,2,1,1,3,2,3,6,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.75,1.258305739,1,4,3,2,16,8,7.071067812,3,13,8,1,3,3,0,3,3,3,1,1
N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,204,17,37.69977092,2,135,3,2,6,3,0,3,3,3,2,6,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,9.75,9.639329161,3,24,6,1,41,41,0,41,41,41,3,141,47,76.21023553,3,135,3,0,0
N,3,3,3,19,6.333333333,6.658328118,2,14,3,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,5.090909091,5.18564452,1,16,3,2,6,3,1.414213562,2,4,3,2,6,3,1.414213562,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,10.5,7.778174593,5,16,10.5,0,0,0,0,0,0,0,4,15,3.75,2.217355783,2,7,3,1,16,16,0,16,16,16,0,0,0,0,0,0,0,0,1
Y,3,4,9,240,26.66666667,63.69262124,1,196,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,4.2,3.271085447,1,9,3,2,220,110,121.6223664,24,196,110,0,0,0,0,0,0,0,0,0,24,373,15.54166667,39.67912513,1,196,4,3,8,2.666666667,0.577350269,2,3,3,3,8,2.666666667,0.577350269,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,0,16,16,16,0,0,0,0,0,0,0,9,82,9.111111111,15.1446727,1,49,4,3,283,94.33333333,90.17945073,24,196,63,3,20,6.666666667,6.429100507,2,14,4,1,1
N,6,1,3,23,7.666666667,6.027713773,2,14,7,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,191,19.1,33.92950208,2,115,9,2,9,4.5,3.535533906,2,7,4.5,2,9,4.5,3.535533906,2,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,9,9,9,0,0,0,0,0,0,0,4,140,35,53.47273449,3,115,11,1,148,148,0,148,148,148,0,0,0,0,0,0,0,0,1
N,3,2,8,210,26.25,61.44393496,2,178,3,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,197,49.25,86.00532929,2,178,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,290,13.80952381,37.81219254,2,178,4,2,7,3.5,0.707106781,3,4,3.5,2,7,3.5,0.707106781,3,4,3.5,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,236,29.5,60.21390442,2,178,11,1,43,43,0,43,43,43,6,26,4.333333333,1.861898673,3,8,4,0,1
N,6,2,8,184,23,56.23420413,2,162,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,4,168,42,80,2,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,290,12.60869565,33.17685273,1,162,4,4,8,2,1.414213562,1,4,1.5,2,6,3,1.414213562,2,4,3,2,2,1,0,1,1,1,2,15,7.5,9.192388155,1,14,7.5,1,2,2,0,2,2,2,1,2,2,0,2,2,2,9,217,24.11111111,52.4295824,2,162,4,1,54,54,0,54,54,54,0,0,0,0,0,0,0,0,3
N,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,111,6.529411765,4.836290508,2,16,4,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,7.875,4.673252156,2,14,9,1,68,68,0,68,68,68,4,17,4.25,4.5,2,11,2,0,0
N,6,3,3,283,94.33333333,159.060785,2,278,3,1,278,278,0,278,278,278,1,278,278,0,278,278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,745,33.86363636,72.16073029,2,278,4.5,4,428,107,131.6080038,3,278,73.5,4,428,107,131.6080038,3,278,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,0,0,0,0,0,9,238,26.44444444,59.15046727,2,183,6,2,289,144.5,74.24621202,92,197,144.5,2,11,5.5,2.121320344,4,7,5.5,0,2
N,6,4,4,122,30.5,50.41494487,2,106,7,1,106,106,0,106,106,106,1,106,106,0,106,106,106,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,176,16,30.24235441,1,106,5,2,121,60.5,64.34671709,15,106,60.5,2,121,60.5,64.34671709,15,106,60.5,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,6,4.082482905,3,12,4.5,1,25,25,0,25,25,25,0,0,0,0,0,0,0,0,1
N,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92,8.363636364,5.463931319,2,20,8,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,8.5,1.290994449,7,10,8.5,1,42,42,0,42,42,42,3,11,3.666666667,1.527525232,2,5,4,0,0
N,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2888,78.05405405,393.5850851,0,2399,3,3,4,1.333333333,0.577350269,1,2,1,3,4,1.333333333,0.577350269,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2585,129.25,534.4915809,0,2399,3,4,2784,696,1274.746511,12,2606,83,4,49,12.25,17.44276354,1,38,5,3,0
N,5,1,2,185,92.5,105.3589104,18,167,92.5,1,167,167,0,167,167,167,1,167,167,0,167,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,313,26.08333333,48.40634506,1,167,5,2,168,84,117.3797257,1,167,84,2,168,84,117.3797257,1,167,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,114,14.25,23.6990054,1,70,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,153,21.85714286,37.44074684,1,102,4,2,107,53.5,68.58935778,5,102,53.5,0,0,0,0,0,0,0,2,107,53.5,68.58935778,5,102,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,11.25,16.52018967,2,36,3.5,1,46,46,0,46,46,46,0,0,0,0,0,0,0,0,1
N,6,3,2,9,4.5,3.535533906,2,7,4.5,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,6.5,5.082650227,2,16,6,2,4,2,0,2,2,2,2,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,9.25,6.800735254,2,16,9.5,1,39,39,0,39,39,39,1,7,7,0,7,7,7,0,1
