DesigningControlledExperiments?, Group, StateChangeMW, All t cnt, All t sum, All t mean, All t stddev, All t min, All t max, All t med, Run cnt, Run t sum, Run t mean, Run t stddev, Run t min, Run t max, Run t med, Cmplt run cnt, Cmplt run t sum, Cmplt run t mean, Cmplt run t stddev, Cmplt run t min, Cmplt run t max, Cmplt run t med, Incmplt run cnt, Incmplt run t sum, Incmplt run t mean, Incmplt run t stddev, Incmplt run t min, Incmplt run t max, Incmplt run t med, Pause cnt, Pause t sum, Pause t mean, Pause t stddev, Pause t min, Pause t max, Pause t med, Data table show cnt, Data table show t sum, Data table show t mean, Data table show t stddev, Data table show t min, Data table show t max, Data table show t med, Hyp table show cnt, Hyp table show t sum, Hyp table show t mean, Hyp table show t stddev, Hyp table show t min, Hyp table show t max, Hyp table show t med, Hyp var change cnt, Hyp var change t sum, Hyp var change t mean, Hyp var change t stddev, Hyp var change t min, Hyp var change t max, Hyp var change t med, Hyp make cnt, Hyp make t sum, Hyp make t mean, Hyp make t stddev, Hyp make t min, Hyp make t max, Hyp make t med, Mw iv change cnt, Mw iv change t sum, Mw iv change t mean, Mw iv change t stddev, Mw iv change t min, Mw iv change t max, Mw iv change t med, CVS cnt, Rept cnt, Cm All t cnt, Cm All t sum, Cm All t mean, Cm All t stddev, Cm All t min, Cm All t max, Cm All t med, Cm Run cnt, Cm Run t sum, Cm Run t mean, Cm Run t stddev, Cm Run t min, Cm Run t max, Cm Run t med, Cm Cmplt run cnt, Cm Cmplt run t sum, Cm Cmplt run t mean, Cm Cmplt run t stddev, Cm Cmplt run t min, Cm Cmplt run t max, Cm Cmplt run t med, Cm Incmplt run cnt, Cm Incmplt run t sum, Cm Incmplt run t mean, Cm Incmplt run t stddev, Cm Incmplt run t min, Cm Incmplt run t max, Cm Incmplt run t med, Cm Pause cnt, Cm Pause t sum, Cm Pause t mean, Cm Pause t stddev, Cm Pause t min, Cm Pause t max, Cm Pause t med, Cm Data table show cnt, Cm Data table show t sum, Cm Data table show t mean, Cm Data table show t stddev, Cm Data table show t min, Cm Data table show t max, Cm Data table show t med, Cm Hyp table show cnt, Cm Hyp table show t sum, Cm Hyp table show t mean, Cm Hyp table show t stddev, Cm Hyp table show t min, Cm Hyp table show t max, Cm Hyp table show t med, Cm Hyp var change cnt, Cm Hyp var change t sum, Cm Hyp var change t mean, Cm Hyp var change t stddev, Cm Hyp var change t min, Cm Hyp var change t max, Cm Hyp var change t med, Cm Hyp make cnt, Cm Hyp make t sum, Cm Hyp make t mean, Cm Hyp make t stddev, Cm Hyp make t min, Cm Hyp make t max, Cm Hyp make t med, Cm Mw iv change cnt, Cm Mw iv change t sum, Cm Mw iv change t mean, Cm Mw iv change t stddev, Cm Mw iv change t min, Cm Mw iv change t max, Cm Mw iv change t med, Cm CVS cnt, Cm Rept cnt
Y,4,4,11,204,18.54545455,49.60315239,1,168,3,2,4,2,1.414213562,1,3,2,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,168,168,0,168,168,168,1,174,174,0,174,174,174,1,2,2,0,2,2,2,1,0,21,296,14.0952381,36.86991289,1,168,3,4,12,3,2.160246899,1,6,2.5,4,12,3,2.160246899,1,6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,5,238,47.6,70.28726769,3,168,12,1,174,174,0,174,174,174,2,4,2,0,2,2,2,1,2
N,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85,5,8.739279146,1,38,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,2.916666667,1.676486224,1,7,2.5,4,84,21,22.10580618,8,54,11,0,0,0,0,0,0,0,0,0
N,6,4,6,125,20.83333333,47.11864458,1,117,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,30.25,57.83525453,1,117,1.5,2,125,62.5,84.14570696,3,122,62.5,0,0,0,0,0,0,0,0,0,18,204,11.33333333,26.9901943,0,117,3.5,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,184,15.33333333,32.60042759,1,117,5,4,189,47.25,55.5600276,3,122,32,1,13,13,0,13,13,13,0,0
Y,4,1,18,370,20.55555556,68.59533702,1,295,3,3,6,2,1.732050808,1,4,1,3,6,2,1.732050808,1,4,1,0,0,0,0,0,0,0,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,75,146.6674242,1,295,2,1,302,302,0,302,302,302,3,13,4.333333333,3.214550254,2,8,3,3,0,45,618,13.73333333,44.41918095,1,295,4,6,10,1.666666667,1.211060142,1,4,1,6,10,1.666666667,1.211060142,1,4,1,0,0,0,0,0,0,0,3,9,3,2,1,5,3,2,19,9.5,0.707106781,9,10,9.5,0,0,0,0,0,0,0,8,361,45.125,101.866071,1,295,5.5,2,387,193.5,153.4421715,85,302,193.5,9,99,11,21.48836895,2,68,3,6,1
Y,4,4,7,194,27.71428571,62.04760077,1,168,3,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,177,35.4,74.1302907,1,168,3,1,192,192,0,192,192,192,0,0,0,0,0,0,0,0,0,24,318,13.25,34.3780137,1,168,2.5,4,22,5.5,7.681145748,1,17,2,0,0,0,0,0,0,0,4,22,5.5,7.681145748,1,17,2,3,7,2.333333333,1.527525232,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,257,23.36363636,49.69964331,1,168,4,2,274,137,77.78174593,82,192,137,2,15,7.5,6.363961031,3,12,7.5,0,2
N,3,1,2,21,10.5,7.778174593,5,16,10.5,1,5,5,0,5,5,5,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,79,8.777777778,9.884050002,1,30,5,2,10,5,0,5,5,5,2,10,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,9,14,2,30,2,1,37,37,0,37,37,37,0,0,0,0,0,0,0,0,1
N,5,1,6,104,17.33333333,37.09806823,1,93,2,1,5,5,0,5,5,5,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,24.5,45.66909969,1,93,2,1,99,99,0,99,99,99,0,0,0,0,0,0,0,0,0,12,157,13.08333333,26.65762157,1,93,3,2,10,5,0,5,5,5,0,0,0,0,0,0,0,2,10,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,144,18,32.12475681,1,93,3,2,147,73.5,36.06244584,48,99,73.5,0,0,0,0,0,0,0,0,1
N,3,1,1,7,7,0,7,7,7,1,7,7,0,7,7,7,0,0,0,0,0,0,0,1,7,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,6.8125,5.41871756,1,17,5,3,10,3.333333333,3.214550254,1,7,2,2,3,1.5,0.707106781,1,2,1.5,1,7,7,0,7,7,7,0,0,0,0,0,0,0,1,29,29,0,29,29,29,1,13,13,0,13,13,13,4,33,8.25,6.751543034,2,17,7,1,34,34,0,34,34,34,1,3,3,0,3,3,3,1,1
N,1,2,2,20,10,8.485281374,4,16,10,1,4,4,0,4,4,4,1,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,126,11.45454545,12.33177713,2,45,9,2,10,5,1.414213562,4,6,5,2,10,5,1.414213562,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,17,19.13112647,2,45,10.5,1,70,70,0,70,70,70,2,13,6.5,4.949747468,3,10,6.5,0,1
N,3,2,6,34,5.666666667,3.983298466,2,12,4,1,5,5,0,5,5,5,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4.25,3.201562119,2,9,3,0,0,13,86,6.615384615,5.268435276,2,16,4,2,16,8,4.242640687,5,11,8,2,16,8,4.242640687,5,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,5.75,6.238322424,2,15,3,1,25,25,0,25,25,25,4,17,4.25,3.201562119,2,9,3,0,0
Y,5,2,5,136,27.2,53.57424754,1,123,4,1,5,5,0,5,5,5,0,0,0,0,0,0,0,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,131,32.75,60.17959233,1,123,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,223,11.73684211,27.38377887,1,123,4,3,7,2.333333333,2.309401077,1,5,1,2,2,1,0,1,1,1,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,156,17.33333333,39.69571765,1,123,4,1,26,26,0,26,26,26,3,32,10.66666667,7.571877794,2,16,14,1,1
N,3,3,2,17,8.5,9.192388155,2,15,8.5,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,127,7.470588235,4.988958397,1,15,7,2,6,3,1.414213562,2,4,3,2,6,3,1.414213562,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,7.666666667,4.501851471,3,15,6,3,65,21.66666667,29.77135088,3,56,6,4,26,6.5,2.516611478,3,9,7,0,1
Y,5,3,7,170,24.28571429,55.04154275,1,149,3,1,6,6,0,6,6,6,0,0,0,0,0,0,0,1,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,157,31.4,65.74800377,1,149,3,1,164,164,0,164,164,164,0,0,0,0,0,0,0,0,0,26,266,10.23076923,28.9306864,1,149,3,3,12,4,1.732050808,3,6,3,2,6,3,0,3,3,3,1,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,213,15.21428571,39.30585897,1,149,3,3,223,74.33333333,78.65324744,17,164,42,3,12,4,3.605551275,1,8,3,1,1
Y,1,3,3,26,8.666666667,8.020806277,1,17,8,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,8,8,8,0,0,10,70,7,6.446359869,1,17,5,2,7,3.5,3.535533906,1,6,3.5,2,7,3.5,3.535533906,1,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,5.965176723,1,14,3,1,22,22,0,22,22,22,1,8,8,0,8,8,8,0,1
N,1,4,2,19,9.5,10.60660172,2,17,9.5,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119,11.9,16.8288773,2,57,5.5,2,4,2,0,2,2,2,2,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,18.25,25.86342334,4,57,6,1,75,75,0,75,75,75,1,6,6,0,6,6,6,0,1
N,3,4,8,25,3.125,1.356202682,1,5,3.5,1,3,3,0,3,3,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,1.549193338,1,5,3,0,0,23,147,6.391304348,7.750302812,0,36,4,2,11,5.5,3.535533906,3,8,5.5,2,11,5.5,3.535533906,3,8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,6,5.744562647,2,18,5,6,99,16.5,13.61983847,0,36,15,6,18,3,1.549193338,1,5,3,0,0
N,4,2,2,638,319,425.6782823,18,620,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1317,32.12195122,112.5908955,0,620,4,7,7,1,0.816496581,0,2,1,7,7,1,0.816496581,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,12.5,7.778174593,7,18,12.5,9,456,50.66666667,131.4077623,1,400,3,2,465,232.5,259.5081887,49,416,232.5,7,63,9,11.71893055,3,35,3,6,2
Y,3,2,2,223,111.5,154.8563851,2,221,111.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,521,18.60714286,47.4133434,0,221,3.5,5,143,28.6,61.16616712,0,138,1,5,143,28.6,61.16616712,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,13,15.55634919,2,24,13,1,9,9,0,9,9,9,5,24,4.8,3.346640106,2,10,4,1,26,26,0,26,26,26,3,5,1.666666667,0.577350269,1,2,2,3,2
N,5,4,7,107,15.28571429,35.16965684,1,95,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,4,4,0,4,4,4,0,0,0,0,0,0,0,4,101,25.25,46.50716791,1,95,2.5,1,102,102,0,102,102,102,0,0,0,0,0,0,0,0,0,24,168,7,18.93696638,0,95,2,4,4,1,0,1,1,1,2,2,1,0,1,1,1,2,2,1,0,1,1,1,2,41,20.5,26.1629509,2,39,20.5,2,16,8,5.656854249,4,12,8,0,0,0,0,0,0,0,8,118,14.75,32.49505457,1,95,3,2,119,59.5,60.1040764,17,102,59.5,3,9,3,1.732050808,2,5,2,2,1
N,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,123,4.555555556,5.176376319,0,21,3,3,2,0.666666667,0.577350269,0,1,1,3,2,0.666666667,0.577350269,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0.707106781,0,1,0.5,0,0,0,0,0,0,0,8,45,5.625,5.629958132,2,19,3.5,2,55,27.5,10.60660172,20,35,27.5,5,14,2.8,1.483239697,1,5,3,3,0
N,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,166,6.148148148,11.43780406,1,59,3,2,4,2,1.414213562,1,3,2,2,4,2,1.414213562,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95,7.307692308,15.57981929,2,59,3,3,98,32.66666667,28.88482877,15,66,17,5,37,7.4,8.532291603,2,22,3,0,0
Y,4,3,11,730,66.36363636,202.5479068,1,677,6,3,6,2,1,1,3,2,3,6,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,687,229,387.9845358,3,677,7,3,0,67,1824,27.2238806,105.3481704,1,677,4,12,40,3.333333333,5.597618541,1,21,2,12,40,3.333333333,5.597618541,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,8,4.69041576,1,11,10,2,2,1,0,1,1,1,9,489,54.33333333,148.0177354,2,449,5,2,492,246,309.7127702,27,465,246,12,736,61.33333333,193.9195397,2,677,4.5,21,0
N,3,4,9,64,7.111111111,9.225568335,1,29,2,2,30,15,19.79898987,1,29,15,2,30,15,19.79898987,1,29,15,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,1,0,17,83,4.882352941,7.04345754,0,29,2,2,30,15,19.79898987,1,29,15,2,30,15,19.79898987,1,29,15,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,1.825741858,1,5,3,2,17,8.5,7.778174593,3,14,8.5,1,2,2,0,2,2,2,1,0
N,3,2,7,38,5.428571429,5.255382728,2,16,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,2,2,6,2,0,0,21,102,4.857142857,6.12605676,1,27,3,3,4,1.333333333,0.577350269,1,2,1,3,4,1.333333333,0.577350269,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,8.75,12.28481447,1,27,3.5,1,36,36,0,36,36,36,7,24,3.428571429,2.149196971,2,7,2,1,0
N,3,3,14,87,6.214285714,9.85415626,1,39,2.5,2,4,2,0,2,2,2,2,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,7,13.02744356,1,39,2,0,0,23,132,5.739130435,7.938498778,1,39,3,3,6,2,0,2,2,2,3,6,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,5.4,5.029910536,1,14,4,1,31,31,0,31,31,31,9,61,6.777777778,12.20427976,1,39,2,1,0
Y,6,1,13,253,19.46153846,58.19165946,1,213,4,2,2,1,0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,221,55.25,105.1708927,2,213,3,1,227,227,0,227,227,227,3,11,3.666666667,2.516611478,1,6,4,1,0,37,500,13.51351351,38.54983904,0,213,3,6,9,1.5,0.547722558,1,2,1.5,5,7,1.4,0.547722558,1,2,1,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,406,31.23076923,62.55817805,2,213,4,3,415,138.3333333,85.6757453,56,227,132,7,27,3.857142857,2.544836041,1,7,4,6,1
N,5,1,2,15,7.5,9.192388155,1,14,7.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,185,15.41666667,25.45390962,0,88,4,3,92,30.66666667,49.66219219,1,88,3,3,92,30.66666667,49.66219219,1,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,10.2,16.70927886,2,40,2,1,51,51,0,51,51,51,0,0,0,0,0,0,0,0,2
N,5,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,58,5.272727273,8.787387656,0,29,2,2,3,1.5,0.707106781,1,2,1.5,1,2,2,0,2,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,6.666666667,11.03932365,1,29,2,2,41,20.5,23.33452378,4,37,20.5,0,0,0,0,0,0,0,0,1
N,3,4,10,52,5.2,4.237399622,2,15,3.5,2,14,7,4.242640687,4,10,7,2,14,7,4.242640687,4,10,7,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2.5,0.707106781,2,3,2.5,0,0,28,123,4.392857143,4.263013069,1,20,3,4,17,4.25,4.031128874,1,10,3,4,17,4.25,4.031128874,1,10,3,0,0,0,0,0,0,0,2,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,6,9.345230513,1,20,1.5,1,26,26,0,26,26,26,7,23,3.285714286,1.380131119,2,6,3,1,1
N,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,4.111111111,3.789605667,0,13,3,1,5,5,0,5,5,5,1,5,5,0,5,5,5,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,1.154700538,3,5,4,1,17,17,0,17,17,17,0,0,0,0,0,0,0,0,0
N,5,4,10,22,2.2,1.135292424,1,5,2,2,3,1.5,0.707106781,1,2,1.5,1,1,1,0,1,1,1,1,2,2,0,2,2,2,2,22,11,12.72792206,2,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2.2,0.447213595,2,3,2,0,0,17,68,4,6.480740698,0,26,2,3,29,9.666666667,14.15391583,1,26,2,2,27,13.5,17.67766953,1,26,13.5,1,2,2,0,2,2,2,2,22,11,12.72792206,2,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1.5,1,1,3,1,1,6,6,0,6,6,6,5,11,2.2,0.447213595,2,3,2,0,1
N,2,1,6,27,4.5,4.969909456,1,14,2,1,2,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.75,2.217355783,1,6,2,0,0,17,125,7.352941176,8.440535946,1,31,2,2,3,1.5,0.707106781,1,2,1.5,2,3,1.5,0.707106781,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,17.25,10.07885576,7,31,15.5,1,70,70,0,70,70,70,8,36,4.5,5.291502622,1,17,2,0,0
N,2,2,2,129,64.5,86.97413409,3,126,64.5,1,126,126,0,126,126,126,1,126,126,0,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,320,21.33333333,40.97327817,2,126,3,2,128,64,87.68124087,2,126,64,2,128,64,87.68124087,2,126,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5.25,6.5,2,15,2,1,50,50,0,50,50,50,6,133,22.16666667,45.56058238,2,115,2.5,0,0
N,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,9,5.196152423,3,15,7,1,6,6,0,6,6,6,1,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,9.75,5.123475383,4,15,10,1,42,42,0,42,42,42,0,0,0,0,0,0,0,0,0
Y,1,4,15,180,12,36.00396804,1,142,2,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,10,170,17,43.95957739,1,142,3,3,177,59,96.14052215,2,170,5,0,0,0,0,0,0,0,0,0,42,295,7.023809524,21.59662134,0,142,2.5,5,8,1.6,0.547722558,1,2,2,4,6,1.5,0.577350269,1,2,1.5,1,2,2,0,2,2,2,0,0,0,0,0,0,0,4,40,10,8.602325267,1,20,9.5,1,2,2,0,2,2,2,14,190,13.57142857,37.01499548,1,142,3.5,4,197,49.25,80.88417645,2,170,12.5,4,16,4,2.309401077,2,6,4,4,1
Y,4,1,6,15,2.5,1.048808848,1,4,2.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2.5,0.577350269,2,3,2.5,0,0,52,226,4.346153846,4.78922244,1,27,3,10,18,1.8,1.549193338,1,6,1,10,18,1.8,1.549193338,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,14.25,11.17661249,3,27,13.5,1,61,61,0,61,61,61,20,47,2.35,0.87509398,1,4,2,5,3
Y,2,4,12,174,14.5,38.93934678,1,138,3,2,2,1,0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,36.5,67.67323449,2,138,3,0,0,0,0,0,0,0,2,9,4.5,3.535533906,2,7,4.5,1,0,34,281,8.264705882,23.25524877,1,138,3,6,7,1.166666667,0.40824829,1,2,1,6,7,1.166666667,0.40824829,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,191,23.875,46.4709971,2,138,6.5,1,57,57,0,57,57,57,7,21,3,2,1,7,2,4,2
